Zip Code,Location,Building type (service class),Consumption (kWh),Consumption (GJ),Utility/Data Source
10301,"(40.62678550844453, -74.09611291088208)",Small Residential,651041,2344,ConEd
10302,"(40.63083331110846, -74.13773429869889)",Small Residential,567038,2041,ConEd
10303,"(40.633032309993155, -74.16834884981955)",Small Residential,159336,574,ConEd
10304,"(40.59122944258473, -74.1113280000871)",Small Residential,1509432,5434,ConEd
10305,"(40.596184688172855, -74.07507238488262)",Small Residential,1418185,5105,ConEd
10306,"(40.56602048965391, -74.11994566905736)",Small Residential,2427442,8739,ConEd
10307,"(40.508004527487, -74.24211428194849)",Small Residential,128502,463,ConEd
10308,"(40.552935295427574, -74.15130275981448)",Small Residential,1549075,5577,ConEd
10309,"(40.530393118347774, -74.21893861432557)",Small Residential,766303,2759,ConEd
10310,"(40.632789000212256, -74.11645860538027)",Small Residential,1485045,5346,ConEd
10312,"(40.54295597733653, -74.18037681723627)",Small Residential,1409948,5076,ConEd
10314,"(40.59649030298516, -74.16599111879503)",Small Residential,5557351,20006,ConEd
10451,"(40.82069640711353, -73.92384136798472)",Small Residential,68034,245,ConEd
10452,"(40.83772426336412, -73.9233322114124)",Small Residential,57826,208,ConEd
10453,"(40.852786838341956, -73.91342678431863)",Small Residential,140271,505,ConEd
10454,"(40.805846930091775, -73.91628504651766)",Small Residential,102306,368,ConEd
10455,"(40.813535754971156, -73.9053552520432)",Small Residential,46505,167,ConEd
10456,"(40.8304366800088, -73.9077651995043)",Small Residential,91363,329,ConEd
10457,"(40.84579837129786, -73.89832418681175)",Small Residential,128001,461,ConEd
10458,"(40.86260132868841, -73.88479001504714)",Small Residential,131569,474,ConEd
10459,"(40.82552621616202, -73.89313106784448)",Small Residential,74070,267,ConEd
10460,"(40.84309034804119, -73.87860282506028)",Small Residential,147322,530,ConEd
10461,"(40.846960590359004, -73.840632836736)",Small Residential,449287,1617,ConEd
10462,"(40.84225833665295, -73.85799663293824)",Small Residential,94966,342,ConEd
10463,"(40.88187196282087, -73.91120748054078)",Small Residential,69087,249,ConEd
10464,"(40.875709096797436, -73.81229725041771)",Small Residential,131005,472,ConEd
10465,"(40.827628067581315, -73.82241314135337)",Small Residential,1090633,3926,ConEd
10466,"(40.89080973018497, -73.84600906306775)",Small Residential,94710,341,ConEd
10467,"(40.8770479121315, -73.87153250082423)",Small Residential,141553,510,ConEd
10468,"(40.869693003729196, -73.89892699248668)",Small Residential,72415,261,ConEd
10469,"(40.86818180274804, -73.84656868779467)",Small Residential,276179,994,ConEd
10470,"(40.90012797192844, -73.8712277502604)",Small Residential,1170,4,ConEd
10471,"(40.90199442310421, -73.9036265005625)",Small Residential,931493,3353,ConEd
10472,"(40.829730432513486, -73.87013213139272)",Small Residential,1017259,3662,ConEd
10473,"(40.81773147093071, -73.86053700008245)",Small Residential,909492,3274,ConEd
10474,"(40.810882923108466, -73.88235636235618)",Small Residential,4140,15,ConEd
10475,"(40.874142343794176, -73.82706856556183)",Small Residential,135119,486,ConEd
11004,"(40.74323783435864, -73.71201500019208)",Small Residential,15715,57,ConEd
11101,"(40.74570244980828, -73.93866902925225)",Small Residential,1012781,3646,ConEd
11102,"(40.77152402451418, -73.92643545073543)",Small Residential,4891937,17611,ConEd
11103,"(40.76286893025696, -73.91327185810974)",Small Residential,115003,414,ConEd
11104,"(40.74489336663561, -73.92054134530679)",Small Residential,236320,851,ConEd
11105,"(40.780092072491186, -73.90960650023976)",Small Residential,88854,320,ConEd
11106,"(40.761699790013324, -73.9316632529567)",Small Residential,751831,2707,ConEd
11109,"(40.744414792408804, -73.95770234668589)",Small Residential,16196,58,ConEd
11201,"(40.69467825879468, -73.98992086835335)",Small Residential,1206986,4345,ConEd
11203,"(40.649721601170995, -73.93427608567276)",Small Residential,33125,119,ConEd
11204,"(40.619055848049015, -73.98479859887618)",Small Residential,399727,1439,ConEd
11205,"(40.693882095282504, -73.96433450773128)",Small Residential,228166,821,ConEd
11206,"(40.70191201682616, -73.94237919854112)",Small Residential,223991,806,ConEd
11207,"(40.670802431187326, -73.89384115004901)",Small Residential,239572,862,ConEd
11208,"(40.67401318266229, -73.87206493005243)",Small Residential,220870,795,ConEd
11209,"(40.62338709723679, -74.03065295347096)",Small Residential,3233289,11640,ConEd
11210,"(40.62772226387142, -73.946537919989)",Small Residential,158997,572,ConEd
11211,"(40.711589765255496, -73.95817675075642)",Small Residential,1109284,3993,ConEd
11212,"(40.66279716995348, -73.91298489433734)",Small Residential,77859,280,ConEd
11213,"(40.67122516920625, -73.93644336636822)",Small Residential,816554,2940,ConEd
11214,"(40.604011809897145, -74.0009690001192)",Small Residential,268113,965,ConEd
11215,"(40.665557251366124, -73.97968153557434)",Small Residential,420933,1515,ConEd
11216,"(40.680758670876, -73.94926775090596)",Small Residential,413890,1490,ConEd
11217,"(40.68231210132245, -73.97956718857483)",Small Residential,1031891,3715,ConEd
11218,"(40.64322700851966, -73.9764486221062)",Small Residential,135667,488,ConEd
11219,"(40.63277295540763, -73.99667681118586)",Small Residential,79278,285,ConEd
11220,"(40.641184928741495, -74.01676472671073)",Small Residential,187674,676,ConEd
11221,"(40.69128803951145, -73.92761792792498)",Small Residential,155331,559,ConEd
11222,"(40.72825312178418, -73.94715978319738)",Small Residential,469250,1689,ConEd
11223,"(40.596939623165156, -73.97331147204676)",Small Residential,127062,457,ConEd
11224,"(40.576304656334855, -73.99953200040147)",Small Residential,24250,87,ConEd
11225,"(40.66317005855143, -73.95370110911887)",Small Residential,76685,276,ConEd
11226,"(40.64650500230408, -73.9571900991437)",Small Residential,105416,379,ConEd
11228,"(40.61654071408276, -74.0132778473947)",Small Residential,103555,373,ConEd
11229,"(40.60123350732056, -73.94436854117521)",Small Residential,229199,825,ConEd
11230,"(40.62192951023877, -73.96551106018723)",Small Residential,150915,543,ConEd
11231,"(40.6775543117821, -74.00467670436637)",Small Residential,476396,1715,ConEd
11232,"(40.65451161701759, -74.00003392912248)",Small Residential,88643,319,ConEd
11233,"(40.67813043816926, -73.91977647550391)",Small Residential,166333,599,ConEd
11234,"(40.61636866748006, -73.92773224974349)",Small Residential,141843,511,ConEd
11235,"(40.57841410882412, -73.94026000009887)",Small Residential,69390,250,ConEd
11236,"(40.64002149379695, -73.90112193992553)",Small Residential,2168499,7807,ConEd
11237,"(40.704095739826585, -73.92099423399668)",Small Residential,195702,705,ConEd
11238,"(40.67886241346963, -73.9638204696389)",Small Residential,144255,519,ConEd
11354,"(40.76862022064671, -73.82719028070687)",Small Residential,2057729,7408,ConEd
11355,"(40.7512997969481, -73.82147854789662)",Small Residential,2365544,8516,ConEd
11356,"(40.7849280967543, -73.84181070040347)",Small Residential,1465875,5277,ConEd
11357,"(40.78628404147537, -73.81123206101074)",Small Residential,3414906,12294,ConEd
11358,"(40.760350968822195, -73.79632645819947)",Small Residential,281396,1013,ConEd
11360,"(40.78070133439911, -73.78226733686807)",Small Residential,4285105,15426,ConEd
11361,"(40.76418884813688, -73.77232552860022)",Small Residential,1184868,4266,ConEd
11362,"(40.759074216601846, -73.73430017711144)",Small Residential,131604,474,ConEd
11363,"(40.772398418252465, -73.74679788741253)",Small Residential,905721,3261,ConEd
11364,"(40.745924680379744, -73.75790275560763)",Small Residential,312032,1123,ConEd
11365,"(40.73987184371066, -73.79462153515567)",Small Residential,493680,1777,ConEd
11366,"(40.72816440726166, -73.79226817393703)",Small Residential,26514,95,ConEd
11367,"(40.730323085042414, -73.82610630716033)",Small Residential,3528920,12704,ConEd
11368,"(40.749678220373596, -73.85304068857687)",Small Residential,2852473,10269,ConEd
11369,"(40.76341327370369, -73.8723788986672)",Small Residential,122282,440,ConEd
11370,"(40.75935377085989, -73.89184400040028)",Small Residential,88129,317,ConEd
11372,"(40.75163073936716, -73.88361254528269)",Small Residential,121891,439,ConEd
11373,"(40.73871040256307, -73.87835115518163)",Small Residential,1932251,6956,ConEd
11374,"(40.72646491702238, -73.86148084756303)",Small Residential,112019,403,ConEd
11375,"(40.720707263029794, -73.84628429608335)",Small Residential,313515,1129,ConEd
11377,"(40.74519376448069, -73.9048471440804)",Small Residential,1108379,3990,ConEd
11378,"(40.72145310497689, -73.90854350068196)",Small Residential,184974,666,ConEd
11379,"(40.71679766547993, -73.87933421310339)",Small Residential,152792,550,ConEd
11385,"(40.70122489161548, -73.88334858436963)",Small Residential,707992,2549,ConEd
11412,"(40.69812711747255, -73.75923519834566)",Small Residential,236338,851,ConEd
11413,"(40.66971118122609, -73.75087393328533)",Small Residential,505359,1819,ConEd
11414,"(40.65817022817356, -73.84496263981396)",Small Residential,874067,3147,ConEd
11415,"(40.708286075142325, -73.82855612156771)",Small Residential,525355,1891,ConEd
11416,"(40.68457809700163, -73.8496016684822)",Small Residential,566580,2040,ConEd
11417,"(40.6763637308016, -73.84454275534387)",Small Residential,99642,359,ConEd
11418,"(40.69637041236467, -73.84031024991805)",Small Residential,200379,721,ConEd
11419,"(40.68871379040917, -73.82288833053201)",Small Residential,62353,224,ConEd
11420,"(40.67334524268887, -73.81770717164864)",Small Residential,319019,1148,ConEd
11421,"(40.69176458756573, -73.85702228584978)",Small Residential,575067,2070,ConEd
11422,"(40.66161349396765, -73.736051726406)",Small Residential,123045,443,ConEd
11423,"(40.71722229567246, -73.7671414999802)",Small Residential,160277,577,ConEd
11426,"(40.73704138495202, -73.72415699894628)",Small Residential,22086,80,ConEd
11427,"(40.72931057432362, -73.75067602128132)",Small Residential,41888,151,ConEd
11428,"(40.721396964798146, -73.74193729726841)",Small Residential,58019,209,ConEd
11429,"(40.70991312049415, -73.73864031609764)",Small Residential,133133,479,ConEd
11432,"(40.71311535449007, -73.79282099978928)",Small Residential,141113,508,ConEd
11433,"(40.698104881734935, -73.7875740339145)",Small Residential,117368,423,ConEd
11434,"(40.6769452621142, -73.77530690169215)",Small Residential,986552,3552,ConEd
11435,"(40.70119264912154, -73.80979665579099)",Small Residential,296575,1068,ConEd
11436,"(40.67571820912809, -73.79646501494847)",Small Residential,286402,1031,ConEd
11693,"(40.6183036047276, -73.82495531523557)",Small Residential,470823,1695,ConEd
